ณฏยฅ, ฦ๒ฑีฑโฟย, รึฐํฑโฟย, รึภ๚ฑโฟย, ฦ๒ฑีฟ๎ทฎ, ภฯฐญผ๖ทฎ
2017-12-7, 0.7กษ, 4.6กษ, -3.5กษ, 3.5,  -
2017-12-8, -3.8กษ, -0.5กษ, -7.1กษ, 2.1,  -
2017-12-9, -0.5กษ, 5.4กษ, -5.6กษ, 2.8,  -
2017-12-10, 1.1กษ, 6.7กษ, -2.5กษ, 7.0, 4.1mm
2017-12-11, -7.0กษ, -2.5กษ, -11.0กษ, 0.3,  -
2017-12-12, -9.4กษ, -5.2กษ, -12.3กษ, 0.0,  -
2017-12-13, -8.7กษ, -4.4กษ, -12.0กษ, 0.0,  -
2017-12-14, -6.6กษ, -1.9กษ, -11.2กษ, 5.9,  -
2017-12-15, -3.0กษ, 0.9กษ, -7.5กษ, 7.3, 0.0mm
2017-12-16, -5.7กษ, -2.6กษ, -8.1กษ, 0.0,  -
2017-12-17, -6.7กษ, -2.3กษ, -10.8กษ, 1.1,  -
2017-12-18, -1.6กษ, 3.3กษ, -5.9กษ, 6.8, 3.4mm
2017-12-19, -3.9กษ, -1.0กษ, -6.5กษ, 1.0,  -
2017-12-20, -3.9กษ, -0.1กษ, -8.5กษ, 7.1, 0.2mm
2017-12-21, -0.9กษ, 4.6กษ, -5.6กษ, 0.4,  -
2017-12-22, 3.4กษ, 6.6กษ, -1.9กษ, 8.4,  -
2017-12-23, 6.1กษ, 8.7กษ, 5.0กษ, 8.0,  -
2017-12-24, 2.9กษ, 5.7กษ, -0.6กษ, 6.6, 20.0mm
2017-12-25, -2.1กษ, 0.6กษ, -4.9กษ, 2.1,  -
2017-12-26, -3.8กษ, -1.1กษ, -7.9กษ, 0.3,  -
2017-12-27, -6.9กษ, -2.6กษ, -10.3กษ, 0.0,  -
2017-12-28, -2.1กษ, 0.8กษ, -6.8กษ, 8.5, 0.0mm
2017-12-29, 2.1กษ, 6.0กษ, -0.4กษ, 4.6, 0.0mm
2017-12-30, 1.4กษ, 4.5กษ, -1.2กษ, 9.3, 0.7mm
2017-12-31, -0.3กษ, 3.3กษ, -3.2กษ, 1.9, 1.0mm
